Date/Time,BATH_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CAFETERIA_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),COMPUTER_CLASS_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_1_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_1_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_1_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_2_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_2_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_2_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORRIDOR_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORRIDOR_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORRIDOR_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),GYM_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),KITCHEN_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),LIBRARY_MEDIA_CENTER_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MAIN_CORRIDOR_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_1_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_1_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_1_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_2_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_2_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_2_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),OFFICES_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),EMS:Cooling Controlled Load [](TimeStep),EMS:Heating Controlled Load [](TimeStep),EMS:Cooling Desired Temperature [](TimeStep),EMS:Heating Desired Temperature [](TimeStep),EMS:Cooling Thermostat Deadband [](TimeStep),EMS:Heating Thermostat Deadband [](TimeStep),EMS:Cooling Current Temperature [](TimeStep),EMS:Heating Current Temperature [](TimeStep),EMS:Cooling Power State [](TimeStep),EMS:Heating Power State [](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),Facility:Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](TimeStep) 
 07/01  10:50:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,92448.4248897316,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3451364767759,67.5357576904323,1.,0.0,199145.115340848,8.333333333333333E-02 
 07/01  10:55:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,94067.05754925,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3520025749303,67.5357576904323,1.,0.0,200288.368888873,8.333333333333333E-02 
 07/01  11:00:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,95838.3393875184,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.359113382482,67.5357576904323,1.,0.0,201486.456609745,8.333333333333333E-02 
 07/01  11:05:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,97664.6356257972,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3664479726046,67.5357576904323,1.,0.0,202818.580483655,8.333333333333333E-02 
 07/01  11:10:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,98895.7938983283,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3739488703062,67.5357576904323,1.,0.0,203952.793542985,8.333333333333333E-02 
 07/01  11:15:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,99957.4554224599,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3813599336098,67.5357576904323,1.,0.0,205160.648622823,8.333333333333333E-02 
 07/01  11:20:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,101066.385282328,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3889122627774,67.5357576904323,1.,0.0,206410.871647714,8.333333333333333E-02 
 07/01  11:25:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,102210.222563372,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3965747369466,67.5357576904323,1.,0.0,207687.491671712,8.333333333333333E-02 
 07/01  11:30:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,103376.622051939,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4043402729107,67.5357576904323,1.,0.0,208992.570885087,8.333333333333333E-02 
 07/01  11:35:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,104567.088374955,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4121970900174,67.5357576904323,1.,0.0,210241.103499444,8.333333333333333E-02 
 07/01  11:40:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,105710.781388912,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4200643741018,67.5357576904323,1.,0.0,211471.212605946,8.333333333333333E-02 
 07/01  11:45:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,106839.167241627,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4279278366606,67.5357576904323,1.,0.0,212708.648556454,8.333333333333333E-02 
 07/01  11:50:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,107974.429151352,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4357922961395,67.5357576904323,1.,0.0,213939.723598396,8.333333333333333E-02 
 07/01  11:55:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,109104.752495523,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4436419835572,67.5357576904323,1.,0.0,215123.462014669,8.333333333333333E-02 
 07/01  12:00:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,110188.532759295,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4514802169395,67.5357576904323,1.,0.0,216300.384045128,8.333333333333333E-02 
 07/01  12:05:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,111267.323989069,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4593074435545,67.5357576904323,1.,0.0,214716.041623002,8.333333333333333E-02 
 07/01  12:10:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,112328.18494604,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4672162526839,67.5357576904323,1.,0.0,216224.349098743,8.333333333333333E-02 
 07/01  12:15:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,113722.985933319,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4751366157808,67.5357576904323,1.,0.0,217769.462716922,8.333333333333333E-02 
 07/01  12:20:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,115152.949986065,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4830875368404,67.5357576904323,1.,0.0,219336.864783419,8.333333333333333E-02 
 07/01  12:25:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,116602.633667298,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4910877598935,67.5357576904323,1.,0.0,220933.267352543,8.333333333333333E-02 
 07/01  12:30:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,118077.57111301,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.4991457211581,67.5357576904323,1.,0.0,222558.660498457,8.333333333333333E-02 
 07/01  12:35:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,119579.297762998,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5073714673292,67.5357576904323,1.,0.0,224316.87576234,8.333333333333333E-02 
 07/01  12:40:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,121185.775527297,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5159404812466,67.5357576904323,1.,0.0,226091.937990632,8.333333333333333E-02 
 07/01  12:45:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,122809.711732954,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5248137738477,67.5357576904323,1.,0.0,227897.426439932,8.333333333333333E-02 
 07/01  12:50:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,124459.363021198,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5338940075181,67.5357576904323,1.,0.0,229703.315865036,8.333333333333333E-02 
 07/01  12:55:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,126105.806828711,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.544250673597,67.5357576904323,1.,0.0,231499.204105401,8.333333333333333E-02 
 07/01  13:00:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,127740.351017443,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.556374466636,67.5357576904323,1.,0.0,233314.72891895,8.333333333333333E-02 
 07/01  13:05:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,129392.609832337,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5692111373608,67.5357576904323,1.,0.0,234973.455761602,8.333333333333333E-02 
 07/01  13:10:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,130883.04989822,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5819485155829,67.5357576904323,1.,0.0,236628.958627906,8.333333333333333E-02 
 07/01  13:15:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,132381.207226337,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.5947792677042,67.5357576904323,1.,0.0,238300.418666,8.333333333333333E-02 
 07/01  13:20:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,133893.720687989,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6074556043786,67.5357576904323,1.,0.0,239980.729735477,8.333333333333333E-02 
 07/01  13:25:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,135413.550788772,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6203722030509,67.5357576904323,1.,0.0,241679.788280245,8.333333333333333E-02 
 07/01  13:30:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,136948.921517493,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6334712568473,67.5357576904323,1.,0.0,243396.017583533,8.333333333333333E-02 
 07/01  13:35:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,138498.770533382,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6467584384266,67.5357576904323,1.,0.0,245137.804421194,8.333333333333333E-02 
 07/01  13:40:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,140069.152246803,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6603275924257,67.5357576904323,1.,0.0,246973.034474327,8.333333333333333E-02 
 07/01  13:45:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,141709.987836496,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6741794699522,67.5357576904323,1.,0.0,248775.128572454,8.333333333333333E-02 
 07/01  13:50:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,143329.569966878,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.6883524387898,67.5357576904323,1.,0.0,250602.604949395,8.333333333333333E-02 
 07/01  13:55:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,144968.302075398,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7028676649487,67.5357576904323,1.,0.0,252467.745984877,8.333333333333333E-02 
 07/01  14:00:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,146636.361506952,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7177806166301,67.5357576904323,1.,0.0,254352.081926218,8.333333333333333E-02 
 07/01  14:05:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,148320.330831433,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7331297581174,67.5357576904323,1.,0.0,252477.414723711,8.333333333333333E-02 
 07/01  14:10:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,147493.135139027,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7469353958858,67.5357576904323,1.,0.0,253050.88546545,8.333333333333333E-02 
 07/01  14:15:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,147897.082987607,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7602900337773,67.5357576904323,1.,0.0,253676.706118027,8.333333333333333E-02 
 07/01  14:20:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,148348.172631324,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7735940419847,67.5357576904323,1.,0.0,254311.173509706,8.333333333333333E-02 
 07/01  14:25:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,148806.103260361,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.7870001127503,67.5357576904323,1.,0.0,254958.218900377,8.333333333333333E-02 
 07/01  14:30:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,149272.576326463,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8006248309692,67.5357576904323,1.,0.0,255604.316400545,8.333333333333333E-02 
 07/01  14:35:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,149738.009915441,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8144628334465,67.5357576904323,1.,0.0,256249.223004222,8.333333333333333E-02 
 07/01  14:40:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,150201.989968909,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8283581424981,67.5357576904323,1.,0.0,256879.027328666,8.333333333333333E-02 
 07/01  14:45:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,150654.594263983,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8422525878558,67.5357576904323,1.,0.0,257501.264749296,8.333333333333333E-02 
 07/01  14:50:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151100.715919225,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8561691520332,67.5357576904323,1.,0.0,258102.917425398,8.333333333333333E-02 
 07/01  14:55:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151531.52489345,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8700396582044,67.5357576904323,1.,0.0,258689.117271282,8.333333333333333E-02 
 07/01  15:00:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151950.31241283,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8838448976021,67.5357576904323,1.,0.0,259248.50214084,8.333333333333333E-02 
 07/01  15:05:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,152349.421491471,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.8975221836698,67.5357576904323,1.,0.0,259275.087952736,8.333333333333333E-02 
 07/01  15:10:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,152315.183696153,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9102050462403,67.5357576904323,1.,0.0,259364.334424371,8.333333333333333E-02 
 07/01  15:15:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,152254.760294527,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9223586433618,67.5357576904323,1.,0.0,259427.96235696,8.333333333333333E-02 
 07/01  15:20:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,152174.552096913,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9341508568864,67.5357576904323,1.,0.0,259462.029706981,8.333333333333333E-02 
 07/01  15:25:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,152072.282007362,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9455998513497,67.5357576904323,1.,0.0,259477.121981452,8.333333333333333E-02 
 07/01  15:30:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151955.280414718,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9567407370346,67.5357576904323,1.,0.0,259471.468919767,8.333333333333333E-02 
 07/01  15:35:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151822.746311985,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9675294475554,67.5357576904323,1.,0.0,259465.211432357,8.333333333333333E-02 
 07/01  15:40:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151688.370343429,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9780481988288,67.5357576904323,1.,0.0,259474.190282793,8.333333333333333E-02 
 07/01  15:45:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151562.383112915,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9885308044255,67.5357576904323,1.,0.0,259496.529596885,8.333333333333333E-02 
 07/01  15:50:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,151446.397100327,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.9985873841017,67.5357576904323,1.,0.0,259513.617281702,8.333333333333333E-02 
